Code,Title,Description,Link
64300,Maîtres d'hôtel and hosts/hostesses,"Maîtres d'hôtel and hosts/hostesses greet patrons and escort them to tables, and supervise and coordinate the activities of food and beverage servers. They are employed in restaurants, hotel dining rooms, private clubs, cocktail lounges and similar establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=8K8yPxv7Hso%2FhavPk%2FEq%2BDgAFf9A7MdPMccHcg1d%2BOs%3D
64301,Bartenders,"Bartenders mix and serve alcoholic and non-alcoholic beverages. They are employed in restaurants, hotels, bars, taverns, private clubs, banquet halls and other licensed establishments. Supervisors of bartenders are included in this unit group.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=N%2FrameRURMpDDHfg2Anp7%2FvHRgwZNf%2F89ZjCOtvcnDA%3D
64310,Travel counsellors,"Travel counsellors advise clients on travel options and tour packages, make bookings and reservations, prepare tickets and receive payment. They are employed in travel agencies, transportation and tourism firms and hotel chains.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=IBSn%2Fnyl1fq%2Bd6Io2VnoNaQy3BFbHR%2FrczmP4A0iuA8%3D
64311,Pursers and flight attendants,Pursers and flight attendants ensure the safety and comfort of passengers and crew members during flights. Ship pursers attend to the safety and comfort of passengers aboard ships. Airline pursers and flight attendants are employed by airline companies. Ship pursers are employed by tour boat or cruise ship companies.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Zq7qwH1ENyk5sd3qP4Zj2TAsyiO50%2BPj2O6RGQXiISw%3D
64312,Airline ticket and service agents,"Airline ticket and service agents issue tickets, provide fare quotations, make reservations, conduct passenger check-in, trace missing baggage, arrange for cargo shipments and perform other related customer service duties to assist airline passengers. They are employed by airline companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=rP3iFb12WzVQjOSVsm5CRVH%2FXIYojjQ0IO4WhfQjif8%3D
64313,"Ground and water transport ticket agents, cargo service representatives and related clerks","Ground and water transport ticket agents, cargo service representatives and related clerks, quote fares and rates, make reservations, issue tickets, process cargo shipments, check baggage and perform other related customer service duties to assist travellers. They are employed by bus and railway companies, freight forwarding and shipping companies, boat cruise operators and other public transit establishments and by travel wholesalers.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Mi2jnlD5jlHMISQFQxmvuLW1GDddv1BbJ4%2FjTr0paBI%3D
64314,Hotel front desk clerks,"Hotel front desk clerks make room reservations, provide information and services to guests and receive payment for services. They are employed by hotels, motels and resorts.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=zeUq2ugXEkeON2Mw4iFNHWEFXHjrZ8n2lh7SjFWCZHU%3D
64320,Tour and travel guides,"Tour and travel guides escort individuals and groups on trips, on sightseeing tours of cities and on tours of historical sites and establishments such as famous buildings, manufacturing plants, cathedrals and theme parks. They also provide descriptions and background information on interesting features. They are employed by tour operators, resorts and other establishments or may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=41A87yvc0IEHQcqbPG9x6qAlKaZk%2Ba4OerUC%2FTAlRQ8%3D
64321,Casino workers,"Casino workers operate gaming tables, assist patrons using slot machines, accept keno wagers, pay out winning bets and jackpots and collect losing bets. They are employed by casinos.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=uJsZwULalVw5IUxlfoP7xDHwU6U%2FzfwzmKsJhl3PaEs%3D
64322,Outdoor sport and recreational guides,"Outdoor sport and recreational guides organize and conduct trips or expeditions for sports enthusiasts, adventurers, tourists and resort guests. They are employed by private companies and resorts or may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Zw8KTlDPT3804eebh9v5Ki%2FMwMc%2F4MYIMAdZECj3%2FBU%3D
64400,Customer services representatives - financial institutions,"Customer service representatives in financial institutions process customers' financial transactions and provide information on related banking products and services. They are employed by banks, trust companies, credit unions and similar financial institutions.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=8LmOptevSM9sNyoI5CLGRG6aPe5DPUFbpuBUKEOlK7s%3D
64401,Postal services representatives,"Postal services representatives serve customers and record transactions at sales counters and postal wickets. They maintain inventory and order supplies in post offices and internal mail rooms. They are employed by Canada Post Corporation, courier and parcel express companies and establishments throughout the public and private sectors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=w7hlav7kTY%2Fr3yZIKbDsPcmpuFI5P9prLG5NqYwkheY%3D
64409,Other customer and information services representatives,"Other customer and information services representatives answer enquiries, provide information regarding an establishment's goods, services and policies and provide customer services such as receiving payments and processing requests for services. They are employed by retail establishments, contact centres, insurance, telecommunications and utility companies and other establishments throughout the private and public sectors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=wP9UrPzgWB5MSLfRfhGs8UCfPB1HUOlTC0g9lAYj3zY%3D
64410,Security guards and related security service occupations,"Security guards and workers in related security service occupations guard and implement security measures to protect property against theft, vandalism and fire; to control access to establishments; to maintain order and enforce regulations at public events and within establishments; to perform screening of passengers, luggage or cargo; to conduct private investigations for clients or employers and to provide other protective services not elsewhere classified. They are employed by public or private security agencies, residential complexes, educational, cultural, financial and health institutions, retail establishments, investigation service companies, transportation facilities, and organizations throughout the private and public sectors, or they may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=4eSILRmYxzSdqZ%2Bwnq7l5MP%2BmRvokkQExbLsT8DSCN0%3D
65100,Cashiers,"Cashiers operate cash registers, optical price scanners, computers or other equipment to record and accept payment for the purchase of goods, services and admissions. They are employed in stores, restaurants, theatres, recreational and sports establishments, currency exchange booths, government offices, business offices and other service, retail and wholesale establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sLTAGYe6QK1bbNWFBxvfuvvjnW7wUdFnFst6Ywpammk%3D
65101,Service station attendants,"Service station attendants employed in automotive service stations sell fuel and other automotive products and perform such services as fuelling, cleaning, lubricating and performing minor repairs to motor vehicles. Those employed in marinas sell fuel, rent boats and related equipment, and maintain marina facilities.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=QdU4FC8oqlnRln1I401miuHd5z7hrYqaV0CFm9QHiFk%3D
65102,"Store shelf stockers, clerks and order fillers","Store shelf stockers, clerks and order fillers pack customers' purchases, price items, stock shelves with merchandise, and fill online, mail and telephone orders. They are employed in retail establishments, such as grocery, hardware and department stores, and in warehouses.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=tNOtv%2Bx2IXDWmo%2B%2FXu%2BkZtOjIt3OOlWxueXXld1zB94%3D
65109,Other sales related occupations,"Workers in other sales related occupations sell goods or services during home demonstrations or by telephone soliciting, retail exhibitions or street vending. They are employed by a wide range of retail and wholesale establishments, manufacturers, telemarketing companies and call centres, or they may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=lmt48Cf1A70EY4QkJbRip866PzZnV1POt2XxF6OtJSU%3D
65200,Food and beverage servers ,"Food and beverage servers take patrons' food and beverage orders and serve orders to patrons. They are employed in restaurants, hotels, bars, taverns, private clubs, banquet halls and similar establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=WPUTB60x1WXgIY9faMQWltynaNdmgFjG2KSN%2FsEY2v4%3D
